Point_ID, Vertex_X, Vertex_Y, Vertex_Z
-0.5799971,-0.5490744,0.9008884
-1.079997,-0.6990743,0.9008884
-1.129997,-0.09907442,0.9008884
-1.529997,0.3009256,0.9008884
-1.079997,1.000926,0.9008884
-1.129997,-0.09907442,0.9008884
-1.779997,-0.6990743,0.9008884
-1.129997,-0.09907442,0.9008884
-1.429997,-0.8490743,0.9008884
-1.60998,-0.3490744,-0.4367733
-1.62172,-0.2990744,-0.1367733
-1.607762,-0.3490744,-0.2367733
-1.60998,-0.3490744,-0.4367733
-1.607762,-0.3490744,-0.2367733
-1.607137,-0.3990744,-0.3367733
-1.63324,-0.5490744,-0.3867733
-1.607137,-0.3990744,-0.3367733
-1.611572,-0.3990744,-0.1367733
-1.607137,-0.3990744,-0.3367733
-1.607762,-0.3490744,-0.2367733
-1.611572,-0.3990744,-0.1367733
-1.63324,-0.5490744,-0.3867733
-1.611572,-0.3990744,-0.1367733
-1.623145,-0.4990744,-0.1867733
-1.629997,-0.1958994,-0.08677328
-1.62172,-0.2990744,-0.1367733
-1.633734,-0.1990744,-0.1867733
-1.629997,-0.1958994,-0.08677328
-1.626825,-0.2490744,-0.03677329
-1.62172,-0.2990744,-0.1367733
-1.62172,-0.2990744,-0.1367733
-1.626825,-0.2490744,-0.03677329
-1.60667,-0.3490744,-0.08677328
-1.626825,-0.2490744,-0.03677329
-1.61087,-0.3490744,-0.03677329
-1.60667,-0.3490744,-0.08677328
-1.607762,-0.3490744,-0.2367733
-1.62172,-0.2990744,-0.1367733
-1.611572,-0.3990744,-0.1367733
-1.62172,-0.2990744,-0.1367733
-1.60667,-0.3490744,-0.08677328
-1.611572,-0.3990744,-0.1367733
-1.611572,-0.3990744,-0.1367733
-1.60667,-0.3490744,-0.08677328
-1.61087,-0.3490744,-0.03677329
-1.611572,-0.3990744,-0.1367733
-1.61087,-0.3490744,-0.03677329
-1.617478,-0.4490743,-0.08677328
-1.623145,-0.4990744,-0.1867733
-1.611572,-0.3990744,-0.1367733
-1.617478,-0.4490743,-0.08677328
-1.623145,-0.4990744,-0.1867733
-1.617478,-0.4490743,-0.08677328
-1.64147,-0.4990744,-0.03677329
-1.657302,0.05092555,0.1132267
-1.679997,-0.04907441,0.1175033
-1.614305,-0.04907441,0.1132267
-1.637043,-0.2490744,0.01322672
-1.61087,-0.3490744,-0.03677329
-1.626825,-0.2490744,-0.03677329
-1.611453,-0.3490744,0.1132267
-1.61087,-0.3490744,-0.03677329
-1.637043,-0.2490744,0.01322672
-1.61868,-0.3990744,0.01322672
-1.61087,-0.3490744,-0.03677329
-1.606275,-0.3990744,0.0632267
-1.61087,-0.3490744,-0.03677329
-1.611453,-0.3490744,0.1132267
-1.606275,-0.3990744,0.0632267
-1.606275,-0.3990744,0.0632267
-1.611453,-0.3490744,0.1132267
-1.605392,-0.3990744,0.1132267
-1.629997,-0.3490744,0.1239931
-1.629997,-0.3737431,0.1632267
-1.579997,-0.4029599,0.1632267
-1.629997,-0.3490744,0.1239931
-1.579997,-0.4029599,0.1632267
-1.605392,-0.3990744,0.1132267
-1.629997,-0.3490744,0.1239931
-1.605392,-0.3990744,0.1132267
-1.611453,-0.3490744,0.1132267
-1.617478,-0.4490743,-0.08677328
-1.61868,-0.3990744,0.01322672
-1.649194,-0.4990744,0.0632267
-1.617478,-0.4490743,-0.08677328
-1.61087,-0.3490744,-0.03677329
-1.61868,-0.3990744,0.01322672
-1.649194,-0.4990744,0.0632267
-1.61868,-0.3990744,0.01322672
-1.613568,-0.4490743,0.0632267
-1.61868,-0.3990744,0.01322672
-1.606275,-0.3990744,0.0632267
-1.613568,-0.4490743,0.0632267
-1.606275,-0.3990744,0.0632267
-1.605392,-0.3990744,0.1132267
-1.613568,-0.4490743,0.0632267
-1.613568,-0.4490743,0.0632267
-1.605392,-0.3990744,0.1132267
-1.629997,-0.4490743,0.1256665
-1.629997,-0.4490743,0.1256665
-1.605392,-0.3990744,0.1132267
-1.579997,-0.4029599,0.1632267
-1.629997,-0.4490743,0.1256665
-1.579997,-0.4029599,0.1632267
-1.695597,-0.4490743,0.1632267
-1.613568,-0.4490743,0.0632267
-1.629997,-0.4490743,0.1256665
-1.629997,-0.4730894,0.1132267
-1.629997,-0.3990744,0.1686588
-1.579997,-0.4029599,0.1632267
-1.629997,-0.3737431,0.1632267
-1.695597,-0.4490743,0.1632267
-1.579997,-0.4029599,0.1632267
-1.629997,-0.3990744,0.1686588
-1.629997,0.8009256,0.9008884
-1.529997,0.3009256,0.9008884
-1.729997,0.3509256,0.9008884
-1.529997,0.3009256,0.9008884
-1.129997,-0.09907442,0.9008884
-1.629997,0.0009256005,0.9008884
-1.629997,0.0009256005,0.9008884
-1.129997,-0.09907442,0.9008884
-1.779997,-0.6990743,0.9008884
-1.834432,0.6009256,-0.4867733
-1.829724,0.5509256,-0.3367733
-1.780054,0.4009256,-0.4867733
-1.767871,0.3509256,-0.08677328
-1.829724,0.5509256,-0.3367733
-1.830103,0.5509256,-0.1367733
-1.780054,0.4009256,-0.4867733
-1.829724,0.5509256,-0.3367733
-1.767871,0.3509256,-0.08677328
-1.754257,0.3009256,-0.3867733
-1.767871,0.3509256,-0.08677328
-1.713836,0.2009256,-0.3367733
-1.798951,0.3009256,-0.3867733
-1.809501,0.2009256,-0.1367733
-1.798575,0.3009256,-0.08677328
-1.684072,0.1509256,-0.5367733
-1.714196,0.2009256,-0.4867733
-1.686979,0.1509256,-0.3367733
-1.751824,0.1509256,-0.1367733
-1.809501,0.2009256,-0.1367733
-1.75412,0.1509256,-0.5367733
-1.714196,0.2009256,-0.4867733
-1.713836,0.2009256,-0.3367733
-1.686979,0.1509256,-0.3367733
-1.686979,0.1509256,-0.3367733
-1.713836,0.2009256,-0.3367733
-1.711367,0.2009256,-0.08677328
-1.75412,0.1509256,-0.5367733
-1.75673,0.0009256005,-0.4867733
-1.751824,0.1509256,-0.1367733
-1.711367,0.2009256,-0.08677328
-1.670134,0.05092555,-0.08677328
-1.686979,0.1509256,-0.3367733
-1.75673,0.0009256005,-0.4867733
-1.756388,0.0009256005,-0.2867733
-1.751824,0.1509256,-0.1367733
-1.686979,0.1509256,-0.3367733
-1.6724,0.0009256005,-0.2367733
-1.684072,0.1509256,-0.5367733
-1.686979,0.1509256,-0.3367733
-1.670134,0.05092555,-0.08677328
-1.6724,0.0009256005,-0.2367733
-1.691159,-0.04907441,-0.6367732
-1.693022,-0.04907441,-0.2867733
-1.75673,0.0009256005,-0.4867733
-1.75673,0.0009256005,-0.4867733
-1.693022,-0.04907441,-0.2867733
-1.756388,0.0009256005,-0.2867733
-1.729997,0.07711679,-0.1867733
-1.756388,0.0009256005,-0.2867733
-1.693022,-0.04907441,-0.2867733
-1.647175,-0.1990744,-0.4367733
-1.684072,0.1509256,-0.5367733
-1.633734,-0.1990744,-0.1867733
-1.684072,0.1509256,-0.5367733
-1.6724,0.0009256005,-0.2367733
-1.633734,-0.1990744,-0.1867733
-1.705395,-0.2990744,-0.3867733
-1.70421,-0.2490744,-0.1867733
-1.693022,-0.04907441,-0.2867733
-1.647175,-0.1990744,-0.4367733
-1.633734,-0.1990744,-0.1867733
-1.62172,-0.2990744,-0.1367733
-1.705395,-0.2990744,-0.3867733
-1.705491,-0.2990744,-0.2867733
-1.70421,-0.2490744,-0.1867733
-1.643287,-0.3490744,-0.2867733
-1.679997,-0.3239054,-0.4367733
-1.643047,-0.3490744,-0.4367733
-1.705395,-0.2990744,-0.3867733
-1.679997,-0.3239054,-0.4367733
-1.705491,-0.2990744,-0.2867733
-1.705491,-0.2990744,-0.2867733
-1.679997,-0.3239054,-0.4367733
-1.643287,-0.3490744,-0.2867733
-1.679997,-0.3246194,-0.2367733
-1.705491,-0.2990744,-0.2867733
-1.643287,-0.3490744,-0.2867733
-1.643113,-0.3490744,-0.1867733
-1.679997,-0.3246194,-0.2367733
-1.643287,-0.3490744,-0.2867733
-1.646772,-0.3990744,-0.4367733
-1.641469,-0.4490743,-0.3867733
-1.643047,-0.3490744,-0.4367733
-1.643047,-0.3490744,-0.4367733
-1.641469,-0.4490743,-0.3867733
-1.643287,-0.3490744,-0.2867733
-1.643287,-0.3490744,-0.2867733
-1.641469,-0.4490743,-0.3867733
-1.643113,-0.3490744,-0.1867733
-1.641469,-0.4490743,-0.3867733
-1.642625,-0.4490743,-0.2867733
-1.643113,-0.3490744,-0.1867733
-1.642625,-0.4490743,-0.2867733
-1.642719,-0.4490743,-0.1867733
-1.643113,-0.3490744,-0.1867733
-1.646772,-0.3990744,-0.4367733
-1.705607,-0.4990744,-0.3867733
-1.641469,-0.4490743,-0.3867733
-1.646772,-0.3990744,-0.4367733
-1.707454,-0.4490743,-0.4367733
-1.705607,-0.4990744,-0.3867733
-1.705607,-0.4990744,-0.3867733
-1.679997,-0.4739,-0.1867733
-1.642625,-0.4490743,-0.2867733
-1.641469,-0.4490743,-0.3867733
-1.705607,-0.4990744,-0.3867733
-1.642625,-0.4490743,-0.2867733
-1.642625,-0.4490743,-0.2867733
-1.679997,-0.4739,-0.1867733
-1.642719,-0.4490743,-0.1867733
-1.705171,-0.4990744,-0.1867733
-1.679997,-0.4739,-0.1867733
-1.705607,-0.4990744,-0.3867733
-1.623145,-0.4990744,-0.1867733
-1.634925,-0.5990744,-0.2367733
-1.63324,-0.5490744,-0.3867733
-1.698927,-0.6490743,-0.6367732
-1.70277,-0.5990744,-0.2867733
-1.705607,-0.4990744,-0.3867733
-1.705607,-0.4990744,-0.3867733
-1.70277,-0.5990744,-0.2867733
-1.705171,-0.4990744,-0.1867733
-1.646323,-0.5990744,-0.5867733
-1.63324,-0.5490744,-0.3867733
-1.660512,-0.7490743,-0.4367733
-1.63324,-0.5490744,-0.3867733
-1.634925,-0.5990744,-0.2367733
-1.660512,-0.7490743,-0.4367733
-1.698927,-0.6490743,-0.6367732
-1.699346,-0.6990743,-0.1367733
-1.70277,-0.5990744,-0.2867733
-1.698927,-0.6490743,-0.6367732
-1.690085,-0.7990744,-0.5867733
-1.699346,-0.6990743,-0.1367733
-1.660512,-0.7490743,-0.4367733
-1.634925,-0.5990744,-0.2367733
-1.654042,-0.7490743,-0.2867733
-1.654042,-0.7490743,-0.2867733
-1.652166,-0.7490743,-0.1367733
-1.67192,-0.8990744,-0.3367733
-1.809579,0.4009256,0.0632267
-1.767871,0.3509256,-0.08677328
-1.830103,0.5509256,-0.1367733
-1.809501,0.2009256,-0.1367733
-1.806584,0.2509256,-0.08677328
-1.798575,0.3009256,-0.08677328
-1.798575,0.3009256,-0.08677328
-1.806584,0.2509256,-0.08677328
-1.798974,0.3009256,-0.03677329
-1.806584,0.2509256,-0.08677328
-1.806449,0.2509256,-0.03677329
-1.798974,0.3009256,-0.03677329
-1.767871,0.3509256,-0.08677328
-1.711367,0.2009256,-0.08677328
-1.713836,0.2009256,-0.3367733
-1.806584,0.2509256,-0.08677328
-1.809501,0.2009256,-0.1367733
-1.744029,0.2009256,-0.08677328
-1.806449,0.2509256,-0.03677329
-1.806584,0.2509256,-0.08677328
-1.744029,0.2009256,-0.08677328
-1.746119,0.2009256,-0.03677329
-1.806449,0.2509256,-0.03677329
-1.744029,0.2009256,-0.08677328
-1.744029,0.2009256,-0.08677328
-1.751824,0.1509256,-0.1367733
-1.751401,0.1509256,-0.08677328
-1.809501,0.2009256,-0.1367733
-1.751824,0.1509256,-0.1367733
-1.744029,0.2009256,-0.08677328
-1.744029,0.2009256,-0.08677328
-1.751401,0.1509256,-0.08677328
-1.746119,0.2009256,-0.03677329
-1.751824,0.1509256,-0.1367733
-1.755027,0.1009256,-0.08677328
-1.751401,0.1509256,-0.08677328
-1.670134,0.05092555,-0.08677328
-1.711367,0.2009256,-0.08677328
-1.674185,0.1009256,-0.03677329
-1.755027,0.1009256,-0.08677328
-1.754836,0.1009256,-0.03677329
-1.751401,0.1509256,-0.08677328
-1.729997,0.07711679,-0.1867733
-1.751824,0.1509256,-0.1367733
-1.756388,0.0009256005,-0.2867733
-1.755027,0.1009256,-0.08677328
-1.729997,0.07711679,-0.1867733
-1.68295,0.05092555,-0.1867733
-1.687207,0.05092555,-0.03677329
-1.755027,0.1009256,-0.08677328
